Customer Code,Capacity in KW,State,District,Latitude,Longitude,Total Cost (Rs),CFA (Rs),Commissioning Date(installation date),Approval Number,Financial Year,Installed by Agency
18268,40.00,KARNATAKA,Bangalore,12.9715987,77.594562699999,0,0.00,05-01-2016,---,---,Mainframe  energy Solutions pvt ltd
18266,100.00,RAJASTHAN,Jaipur,26.783510707290,75.857386440038,0,0.00,29-09-2016,---,---,C&S; Electric Limited
18265,15.00,GUJARAT,Surat,21.1702401,72.831060700000,0,0.00,05-01-2016,---,---,Mainframe  energy Solutions pvt ltd
18258,9.00,TAMIL NADU,Tiruchirappalli,10.767468085968,78.690712451934,0,0.00,09-04-2016,---,---,Sun Sine Solution Pvt. Ltd.
18257,18.00,HARYANA,Faridabad,28.4089123,77.317789400000,0,0.00,09-02-2015,---,---,Mainframe  energy Solutions pvt ltd
18254,15.00,UTTAR PRADESH,Gorakhpur,26.760554499999,83.373167500000,0,0.00,05-01-2016,---,---,Mainframe  energy Solutions pvt ltd
18253,2.10,TAMIL NADU,Karur,10.939863830561,78.093502521514,0,0.00,27-03-2016,---,---,Sun Sine Solution Pvt. Ltd.
18252,10.00,UTTAR PRADESH,Gorakhpur,26.760554499999,83.373167500000,0,0.00,01-02-2016,---,---,Mainframe  energy Solutions pvt ltd
18250,5.00,MAHARASHTRA,Mumbai (Suburban),19.079297422864,72.830155827105,450000,0.00,28-12-2016,---,---,POWERMAX
18248,7.50,GUJARAT,Ahmadabad,23.0269804,72.4833787,517500,0.00,08-12-2016,---,---,Powertrac Solar Projects Limited
18247,12.00,GUJARAT,Ahmadabad,23.022505,72.571362099999,0,0.00,04-01-2016,---,---,Mainframe  energy Solutions pvt ltd
18246,6.90,TAMIL NADU,Karur,10.939821692546,78.093717098236,0,0.00,27-03-2016,---,---,Sun Sine Solution Pvt. Ltd.
18244,40.00,HARYANA,Sirsa,29.545613559313,75.034549757838,0,0.00,31-05-2016,---,---,C&S; Electric Limited
18243,25.00,GUJARAT,Ahmadabad,23.022505,72.571362099999,0,0.00,08-02-2016,---,---,Mainframe  energy Solutions pvt ltd
18241,7.93,TAMIL NADU,Chennai,13.088253753908,80.161828994750,0,0.00,12-03-2016,---,---,Sun Sine Solution Pvt. Ltd.
18240,2.00,UTTAR PRADESH,Ghaziabad,28.6691565,77.453757799999,0,0.00,20-02-2014,---,---,Mainframe  energy Solutions pvt ltd
18238,2.00,GUJARAT,Ahmadabad,23.0972482,72.5922008,138000,0.00,03-01-2017,---,---,Powertrac Solar Projects Limited
18234,2.00,GUJARAT,Ahmadabad,23.022505,72.571362099999,138000,0.00,27-12-2016,---,---,Powertrac Solar Projects Limited
18230,1.80,TAMIL NADU,Madurai,9.9496169618758,78.143906593322,0,0.00,24-03-2016,---,---,Sun Sine Solution Pvt. Ltd.
18225,20.00,NCT OF DELHI,East,28.628806363996,77.300575196752,0,0.00,07-10-2015,---,---,C&S; Electric Limited
18223,15.00,JAMMU and KASHMIR,Badgam,33.9348549,74.640043200000,0,0.00,25-01-2014,---,---,Mainframe  energy Solutions pvt ltd
18221,2.10,TAMIL NADU,Madurai,9.9474189196567,78.139014244079,0,0.00,08-02-2016,---,---,Sun Sine Solution Pvt. Ltd.
18220,2.00,GUJARAT,Ahmadabad,23.022505,72.571362099999,138000,0.00,03-01-2017,---,---,Powertrac Solar Projects Limited
18215,5.00,UTTAR PRADESH,Varanasi,25.3176452,82.973914400000,0,0.00,10-02-2010,---,---,Mainframe  energy Solutions pvt ltd
18206,199.80,HARYANA,Gurgaon,28.375124877669,76.878370307385,0,0.00,29-06-2016,---,---,C&S; Electric Limited
18201,10.00,UTTAR PRADESH,Mirzapur,24.685000499999,83.068351899999,0,0.00,20-07-2015,---,---,Mainframe  energy Solutions pvt ltd
18192,561.60,HARYANA,Gurgaon,28.375029142122,76.877634543925,0,0.00,15-01-2016,---,---,C&S; Electric Limited
18190,5.00,JHARKHAND,Ranchi,23.117795972937,85.314331054687,0,0.00,03-06-2016,---,---,communication  and systems engineering pvt ltd
18187,5.00,JHARKHAND,Ranchi,23.036938680909,85.424194335937,0,0.00,20-05-2016,---,---,communication  and systems engineering pvt ltd
18185,5.00,JHARKHAND,Bokaro,23.138002694253,85.314331054687,0,0.00,28-05-2016,---,---,communication  and systems engineering pvt ltd
18184,1.00,GUJARAT,Ahmadabad,22.955592,72.4221159,69000,0.00,30-12-2016,---,---,Powertrac Solar Projects Limited
18180,10.00,JHARKHAND,Bokaro,23.036938680909,85.358276367187,0,0.00,30-05-2016,---,---,communication  and systems engineering pvt ltd
18176,10.00,JHARKHAND,Bokaro,23.077373404160,85.380249023437,0,0.00,25-05-2016,---,---,communication  and systems engineering pvt ltd
18174,10.00,JHARKHAND,Bokaro,23.178407000467,85.358276367187,0,0.00,30-05-2016,---,---,communication  and systems engineering pvt ltd
18173,10.00,JHARKHAND,Bokaro,23.057157560814,85.534057617187,0,0.00,30-05-2016,---,---,communication  and systems engineering pvt ltd
18171,50.00,UTTAR PRADESH,Lucknow,26.870483197125,80.991463780392,0,0.00,19-08-2015,---,---,C&S; Electric Limited
18170,10.00,JHARKHAND,Bokaro,28.571087596608,77.231955528259,0,0.00,30-05-2016,---,---,communication  and systems engineering pvt ltd
18167,1.20,TAMIL NADU,Chennai,12.862843791935,80.242252349853,0,0.00,18-02-2016,---,---,Sun Sine Solution Pvt. Ltd.
18164,3.00,ANDHRA PRADESH,Krishna,16.495575216914,80.631473064422,300000,67500.00,28-08-2015,5/17/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
18161,5.10,TAMIL NADU,Karur,10.939430535242,78.091185092926,0,0.00,07-04-2016,---,---,Sun Sine Solution Pvt. Ltd.
18156,30.00,KARNATAKA,Bangalore,12.957118361921,77.668456971623,0,0.00,24-02-2016,---,---,C&S; Electric Limited
18155,30.00,UTTAR PRADESH,Mainpuri,27.228498599999,79.024951600000,3325500,0.00,10-05-2016,---,---,Radical Solar Pvt. Ltd.
18144,3.00,TAMIL NADU,Karur,10.957327750986,78.094124794006,0,0.00,23-01-2016,---,---,Sun Sine Solution Pvt. Ltd.
18140,4.20,TAMIL NADU,Madurai,9.9303821825277,78.122491836547,0,0.00,30-01-2016,---,---,Sun Sine Solution Pvt. Ltd.
18137,1.00,TAMIL NADU,Chennai,12.978169904987,80.243840217590,0,0.00,20-01-2016,---,---,Sun Sine Solution Pvt. Ltd.
18134,6.00,TAMIL NADU,Tiruchirappalli,10.760371134392,78.708801269531,0,0.00,07-01-2016,---,---,Sun Sine Solution Pvt. Ltd.
18123,30.00,MAHARASHTRA,Raigarh,19.023513064686,73.050220012664,0,0.00,20-11-2016,---,---,Adiurja Pvt Ltd
18120,12.50,TAMIL NADU,Chennai,12.982875897929,80.251951217651,0,0.00,07-12-2015,---,---,Sun Sine Solution Pvt. Ltd.
18119,7.00,TAMIL NADU,Tiruchirappalli,11.1414545,78.594471800000,0,0.00,31-12-2015,---,---,JR Communications & Power Controls Pvt. Ltd.
18111,150.00,MAHARASHTRA,Aurangabad,19.850815974860,75.323799848556,0,0.00,05-02-2017,---,---,Adiurja Pvt Ltd
18107,7.00,TAMIL NADU,Tiruchirappalli,10.608676,78.423097699999,0,0.00,31-12-2015,---,---,JR Communications & Power Controls Pvt. Ltd.
18091,8.00,KARNATAKA,Dharwad,15.5252686,74.913303900000,582720,0.00,06-02-2017,---,---,Deepa Solar Systems Pvt  Ltd
17925,100.00,JAMMU and KASHMIR,Srinagar,34.0786607,74.765891799999,0,0.00,18-05-2015,---,---,Mainframe  energy Solutions pvt ltd
17914,500.00,HARYANA,Karnal,29.6856929,76.990482499999,0,0.00,20-06-2015,---,---,Mainframe  energy Solutions pvt ltd
17861,5.00,GUJARAT,Ahmadabad,23.0139433,72.536750400000,345000,0.00,03-01-2017,---,---,Powertrac Solar Projects Limited
17857,99.00,PUNJAB,Kapurthala,31.252073123469,75.703141777776,0,0.00,21-02-2014,---,---,MITTAL PROCESSORS PRIVATE LIMITED
17853,100.00,PUNJAB,Ludhiana,30.846813069298,75.917230336926,0,0.00,15-07-2015,---,---,MITTAL PROCESSORS PRIVATE LIMITED
17847,7.50,NCT OF DELHI,South West,28.6041009,77.097616499999,0,0.00,05-06-2015,---,---,Mainframe  energy Solutions pvt ltd
17842,25.00,GUJARAT,Ahmadabad,23.0421055,72.496145899999,1875000,0.00,02-01-2017,---,---,Powertrac Solar Projects Limited
17837,100.00,UTTAR PRADESH,Gautam Buddha Nagar,28.468248901028,77.484393892809,0,0.00,13-03-2015,---,---,MITTAL PROCESSORS PRIVATE LIMITED
17835,4.00,NCT OF DELHI,North West,28.698998399999,77.138417399999,0,0.00,05-01-2016,---,---,Mainframe  energy Solutions pvt ltd
17833,2.00,NCT OF DELHI,South,28.558346399999,77.253082899999,0,0.00,29-10-2014,---,---,Mainframe  energy Solutions pvt ltd
17830,2.00,RAJASTHAN,Jodhpur,26.233801598911,73.017421960830,0,0.00,14-11-2014,---,---,Mainframe  energy Solutions pvt ltd
17825,2.00,NCT OF DELHI,South,26.394791263728,83.722214698791,0,0.00,26-03-2015,---,---,Mainframe  energy Solutions pvt ltd
17824,25.00,GUJARAT,Ahmadabad,23.0278112,72.526173999999,1750000,0.00,20-01-2017,---,---,Powertrac Solar Projects Limited
17820,2.50,RAJASTHAN,Jaipur,26.946233,75.798428999999,0,0.00,20-10-2015,---,---,Renewable Technoites Consultants private limited
17803,126.00,KARNATAKA,Bangalore,13.044194871805,77.613204717636,0,0.00,06-12-2016,---,---,Auro Power Systems (P) Ltd
17754,45.00,GUJARAT,Ahmadabad,28.589362445644,77.234541177749,3960000,0.00,09-09-2016,---,---,Powertrac Solar Projects Limited
17744,42.00,GUJARAT,Ahmadabad,23.068523,72.642505000000,0,0.00,21-03-2016,---,---,Powertrac Solar Projects Limited
17654,4.94,MADHYA PRADESH,Jabalpur,23.181467,79.986407099999,0,0.00,17-12-2015,---,---,DRS Energy Pvt Ltd
17638,2.00,PUDUCHERRY,Puducherry,11.9625741,79.8394783,190000,45000.00,18-09-2016,03/14/2016-17/GCRT,2016-2017,Renewable Energy Agency of Pondicherry
17620,2.00,PUDUCHERRY,Puducherry,11.9316034,79.791498400000,204000,45000.00,12-01-2017,03/14/2016-17/GCRT,2016-2017,Renewable Energy Agency of Pondicherry
16652,2.79,PUNJAB,Sahibzada Ajit Singh Nagar,30.7046486,76.717872599999,225000,62775.00,29-12-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
16542,50.22,NCT OF DELHI,Central,28.6395411,77.230456799999,3565620,1069686.00,06-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
16442,50.22,NCT OF DELHI,Central,28.6419257,77.191665100000,3565620,1069686.00,06-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
16423,50.22,NCT OF DELHI,East,28.6658184,77.314342799999,3565620,1069686.00,06-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
16385,44.64,NCT OF DELHI,Central,28.678429,77.209057000000,3169440,950832.00,06-02-2017,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
16381,100.00,PUNJAB,Jalandhar,30.912126899999,75.848224800000,6700000,1933500.00,31-03-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
16322,2.00,PUNJAB,Jalandhar,31.326015199999,75.576182900000,226750,45000.00,03-11-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
16272,5.00,PUNJAB,Jalandhar,31.3311995,75.590758000000,539376,112500.00,01-12-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
16270,197.16,NCT OF DELHI,South,28.5453252,77.270844500000,13998360,4731840.00,25-10-2016,5/38/2013-14/RT,2014-2015,Delhi - Energy Efficiency & Renewable Energy Management Centre
16149,25.00,PUNJAB,Patiala,30.3397809,76.386879700000,2200000,562500.00,24-06-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
16096,2.00,PUNJAB,Jalandhar,31.3311995,75.590758000000,221000,45000.00,29-07-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
15687,7.00,GUJARAT,Ahmadabad,23.070386147110,72.508146073669,482999,144900.00,13-01-2017,03/106/2015-16/GCRT/part III,2016-2017,Gujarat Energy Development Agency (GEDA)
15665,1.80,MAHARASHTRA,Aurangabad,19.868467682499,75.335491597652,126000,0.00,13-11-2016,---,---,Infisol Energy LLP
15658,50.00,TELANGANA,Hyderabad,17.415499966672,78.487592451274,3965999,0.00,05-01-2017,---,---,GREEN SECURE ENERGY PVT LTD
15646,7.00,TAMIL NADU,Tiruchirappalli,10.9144825,78.699432600000,0,0.00,31-12-2015,---,---,JR Communications & Power Controls Pvt. Ltd.
15491,2.00,MADHYA PRADESH,Rewa,24.524382270205,81.351066827774,250000,0.00,23-12-2016,---,---,ASHRA RETAIL PVT LTD
15482,7.00,TAMIL NADU,Tiruchirappalli,10.9896349,78.335861199999,0,0.00,30-12-2015,---,---,JR Communications & Power Controls Pvt. Ltd.
15471,1.00,TAMIL NADU,Ramanathapuram,9.2343379,78.783602700000,0,0.00,20-06-2013,---,---,JR Communications & Power Controls Pvt. Ltd.
15467,1.00,TAMIL NADU,Sivaganga,10.0736235,78.781434499999,0,0.00,14-05-2013,---,---,JR Communications & Power Controls Pvt. Ltd.
15450,1.00,TAMIL NADU,Thanjavur,10.7869994,79.137827399999,0,0.00,19-04-2013,---,---,JR Communications & Power Controls Pvt. Ltd.
15428,1.00,TAMIL NADU,Tiruchirappalli,9.2876254,79.312929100000,0,0.00,30-03-2013,---,---,JR Communications & Power Controls Pvt. Ltd.
15396,1.00,TAMIL NADU,Tiruchirappalli,10.943306448826,78.908629193902,0,0.00,16-12-2015,---,---,JR Communications & Power Controls Pvt. Ltd.
15363,5.00,TAMIL NADU,Tiruchirappalli,10.815020005792,78.669161573052,0,0.00,30-12-2013,---,---,JR Communications & Power Controls Pvt. Ltd.
15266,8.00,PUNJAB,Ludhiana,30.900965,75.857275800000,640000,180000.00,04-09-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
15259,2.00,TAMIL NADU,Coimbatore,10.657080173270,77.027694582939,70000,0.00,12-01-2017,---,---,Prosun Energy Private Limited
15258,5.00,PUNJAB,Ludhiana,30.900965,75.857275800000,375000,112500.00,16-03-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
15176,3.00,PUNJAB,Fatehgarh Sahib,30.6810924,76.4100267,285000,67500.00,11-10-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
15169,20.00,MAHARASHTRA,Mumbai,18.928482229680,72.827065587043,0,0.00,03-08-2016,---,---,Visa Powertech P Ltd
15149,5.00,KARNATAKA,Mysore,12.305673819520,76.671458333730,0,0.00,27-01-2017,---,---,Powergate Energy (Mysore) Pvt Ltd
15041,3.00,ANDHRA PRADESH,West Godavari,16.523451668588,81.518683433532,235550,67500.00,25-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
15038,3.00,ANDHRA PRADESH,West Godavari,16.437628730873,81.706759929656,235550,67500.00,25-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
15036,3.00,ANDHRA PRADESH,West Godavari,16.433677203674,81.709506511688,235550,67500.00,25-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
15033,3.00,ANDHRA PRADESH,West Godavari,16.437628730873,81.698520183563,235550,67500.00,25-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
15030,3.00,ANDHRA PRADESH,West Godavari,16.565351353008,81.525485515594,235550,67500.00,17-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
14990,3.00,ANDHRA PRADESH,West Godavari,17.0125213,81.726734099999,235550,67500.00,18-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
14989,5.00,ANDHRA PRADESH,West Godavari,16.542335421779,81.524305343627,370014,111004.00,22-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
14988,5.00,ANDHRA PRADESH,West Godavari,16.433677203674,81.704013347625,370014,111004.00,22-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
14987,5.00,ANDHRA PRADESH,West Godavari,17.100873912496,81.071580648422,370014,111004.00,21-10-2016,5/38/2013-14/RT,2014-2015,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
14979,15.30,GUJARAT,Rajkot,22.2689099,70.827276900000,1365525,0.00,23-01-2017,---,---,ADDIN POWER LIMITED
14956,650.00,GUJARAT,Kachchh,22.932148787065,69.702458381652,36000000,0.00,30-01-2017,---,---,SAURA SYNERGIES PVT LTD
14939,420.00,MAHARASHTRA,Thane,19.465376625142,72.817962169647,0,0.00,05-08-2016,---,---,Visa Powertech P Ltd
14931,33.00,MAHARASHTRA,Thane,19.101518826877,73.024682700634,0,0.00,29-09-2016,---,---,Visa Powertech P Ltd
14881,10.00,MADHYA PRADESH,Rewa,24.566761957032,81.272542476654,950000,0.00,11-08-2016,---,---,ASHRA RETAIL PVT LTD
14860,15.00,MAHARASHTRA,Thane,19.098312297787,73.018016554399,0,0.00,11-03-2016,---,---,Visa Powertech P Ltd
14803,6.00,KERALA,Ernakulam,10.1499581,76.229932200000,0,0.00,18-01-2017,---,---,SIRET SOLAR PVT LTD
14783,5.00,KERALA,Thrissur,10.506959509957,76.173427104949,0,0.00,29-12-2016,---,---,SIRET SOLAR PVT LTD
14762,10.00,TAMIL NADU,Coimbatore,10.9572757,77.000902,0,0.00,12-10-2015,---,---,Prosun Energy Private Limited
14733,2.00,TAMIL NADU,Coimbatore,10.953420392464,76.960081458091,130000,0.00,08-09-2016,---,---,Prosun Energy Private Limited
14728,100.00,KERALA,Palakkad,11.1014188,76.647090599999,10945840,3283752.00,19-08-2015,03/73/2015-16/GCRT,2015-2016,KELTRON
14712,1.00,TAMIL NADU,Coimbatore,11.0517027,76.929015100000,65000,0.00,02-12-2016,---,---,Prosun Energy Private Limited
14709,8.00,RAJASTHAN,Jaipur,26.6025083,75.933259599999,500000,0.00,23-01-2017,---,---,IYSERT ENERGY RESEARCH PRIVATE LIMITED
14656,1000.00,TAMIL NADU,Tiruppur,10.1054644,77.571971999999,0,0.00,27-11-2015,---,---,Prosun Energy Private Limited
14653,50.00,TAMIL NADU,Tiruppur,11.054264389629,77.323073123116,0,0.00,23-06-2015,---,---,Prosun Energy Private Limited
14651,25.00,TAMIL NADU,Vellore,13.1866684,79.658280099999,180000,0.00,15-11-2016,---,---,Prosun Energy Private Limited
14648,50.00,TAMIL NADU,Chennai,13.0464072,80.115473699999,0,0.00,15-10-2015,---,---,Prosun Energy Private Limited
14647,3.00,MAHARASHTRA,Ahmadnagar,19.116547890486,74.732976257801,0,0.00,05-01-2017,---,---,Agrovision Green Energy Private limited
14626,30.00,MAHARASHTRA,Aurangabad,19.8628148,75.344861700000,1800000,0.00,07-11-2016,---,---,Infisol Energy LLP
14623,5.00,NCT OF DELHI,North West,28.712561147988,77.159411698448,445000,0.00,20-01-2017,---,---,STELLAR IONS LLP
14555,3.00,TAMIL NADU,Namakkal,11.248860481152,78.216938252824,0,0.00,12-09-2015,---,---,LYTON RENEWABLE ENERGY SOLUTIONS PRIVATE LIMITED
14537,10.00,TAMIL NADU,Namakkal,11.2501808,78.216728600000,787500,0.00,21-12-2016,---,---,LYTON RENEWABLE ENERGY SOLUTIONS PRIVATE LIMITED
14535,10.00,MAHARASHTRA,Aurangabad,18.5001562,73.814401399999,600000,0.00,08-01-2017,---,---,Infisol Energy LLP
14515,250.00,GUJARAT,Mahesana,23.2915343,72.363039699999,16250000,4875000.00,09-06-2016,5/16/2013-14/GCRT,2013-2014,Solar Energy Corporation of India
13536,3000.00,KERALA,Kannur,12.081007223464,75.774083733558,259830000,77949000.00,24-12-2016,03/73/2015-16/GCRT,2015-2016,KELTRON
13516,440.00,KERALA,Wayanad,11.671363427914,75.958195924758,42930000,12879000.00,15-07-2016,03/73/2015-16/GCRT,2015-2016,KELTRON
13438,10.00,MAHARASHTRA,Aurangabad,19.833942810891,75.246605873107,0,0.00,14-01-2017,---,---,Brihat Systems LLP
13202,421.00,MADHYA PRADESH,Indore,22.68344,76.050753999999,21050000,0.00,09-12-2016,---,---,kWatt Solutions Pvt. Ltd
13186,30.00,GUJARAT,Mahesana,23.824022635230,72.371242567865,1800000,0.00,30-12-2016,---,---,TOPSUN ENERGY LIMITED
13179,1.89,MAHARASHTRA,Pune,18.506577414159,73.928718566894,180000,0.00,27-01-2017,---,---,Mourya Greentech
13155,15.00,TAMIL NADU,Kanniyakumari,8.1794723195441,77.390688657760,800000,0.00,04-01-2017,---,---,Goggles Energy Pvt. Ltd.
13147,47.00,TAMIL NADU,Tirunelveli,8.2666795580134,77.564613819122,3440400,0.00,21-12-2016,---,---,Goggles Energy Pvt. Ltd.
12859,2.00,MAHARASHTRA,Nagpur,21.1210236,79.102574900000,0,0.00,11-01-2017,---,---,Green Life Solutions Private Limited
12852,3.00,MAHARASHTRA,Nagpur,21.107257,79.0690452,0,0.00,11-01-2017,---,---,Green Life Solutions Private Limited
12845,1.00,MAHARASHTRA,Nagpur,21.097026898476,79.068190455436,0,0.00,09-01-2017,---,---,Green Life Solutions Private Limited
12840,3.00,MAHARASHTRA,Nagpur,21.1195536,79.092042499999,0,0.00,04-01-2017,---,---,Green Life Solutions Private Limited
12803,5.00,PUNJAB,Amritsar,31.6339793,74.872264200000,375000,112500.00,07-01-2017,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
12785,3.00,PUNJAB,Amritsar,31.6339793,74.872264200000,225000,67500.00,25-11-2016,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
12773,15.00,RAJASTHAN,Jaipur,26.8391525,76.050498999999,1331250,360000.00,25-11-2016,03/73/2015-16/GCRT,2015-2016,RAJASTHAN ELECTRONICS & INSTRUMENTS LIMITED
12711,3.00,PUNJAB,Sangrur,30.2457963,75.842071600000,246000,67500.00,05-01-2017,03/73/2015-16/GCRT,2015-2016,Punjab Energy Development Agency (PEDA)
12687,2.00,MAHARASHTRA,Yavatmal,20.3887937,78.120407300000,0,0.00,29-12-2016,---,---,Green Life Solutions Private Limited
12677,5.00,ANDHRA PRADESH,Chittoor,13.588261529670,79.466171264648,370014,111004.00,23-10-2016,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
12674,3.00,ANDHRA PRADESH,Chittoor,13.636895183477,79.423427581787,235550,67500.00,23-10-2016,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
12670,3.00,ANDHRA PRADESH,Chittoor,13.214795873396,79.093837738037,235500,67500.00,23-10-2016,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
12667,5.00,ANDHRA PRADESH,Chittoor,13.545542438709,79.400253295898,370014,111004.00,23-10-2016,03/73/2015-16/GCRT,2015-2016,Andhra Pradesh - New & Renewable Energy Development Corporation of Andhra Pradesh (NREDCAP)
